system,family,probe,classifier,threshold_mode,source_group_macro_f1,source_group_weighted_f1,normal_f1,sensor_local_f1,process_f1,fault_source_macro_f1,binary_roc_auc,binary_pr_auc,binary_f1_train_threshold,false_alarm_rate_train_threshold,probe_train_seconds,selected_threshold,notes,localization_top1,localization_top2,localization_mrr,localization_mean_rank,dataset,seed,severity,n_train_per_class,n_test_per_class,split_protocol,ae_kind,selected_lr,selected_hidden,selected_latent,best_epoch,selected_epoch_budget,best_val_loss,ae_train_seconds,device,n_calibration_train,n_calibration_val,ae_feature_infer_ms_per_window
hra_plus_spectral_flat,hierarchy_vs_flat,flat,logistic,train_f1,0.6904418708683334,0.8290173467866198,0.4848484848484848,0.8983050847457628,0.6881720430107527,0.8235768277288559,0.8684000000000001,0.981344404079994,0.9214929214929216,0.38,0.0414918999995279,0.8037222736737275,,0.4885714285714285,0.5428571428571428,0.5979591836734693,3.44,synthetic,0,0.75,50,50,independent synthetic generation,,,,,,,,,,,,
tuned_tcn_ae_hier,strengthened_reconstruction,hier,logistic,train_f1,0.3833440351882736,0.5577330358840139,0.2711864406779661,0.644927536231884,0.2339181286549707,0.53125,0.68005,0.9478730155755096,0.8215767634854771,0.52,0.0283947000007174,0.3787030017694897,,0.4514285714285714,0.5485714285714286,0.605,2.817142857142857,synthetic,0,0.75,50,50,independent synthetic generation,tcn,0.001,48.0,-1.0,100.0,100.0,0.0167243294417858,44.42646160000004,cuda,192.0,48.0,0.045083508772031
tuned_usad_ae_hier,strengthened_reconstruction,hier,logistic,train_f1,0.4416851347776347,0.6275028207978051,0.2913907284768212,0.7204116638078902,0.3132530120481928,0.5959142440228982,0.73305,0.9596790681661126,0.8571428571428571,0.56,0.0267375000003085,0.3479162518854555,,0.6942857142857143,0.8057142857142857,0.798438775510204,1.762857142857143,synthetic,0,0.75,50,50,independent synthetic generation,usad,0.0005,256.0,64.0,98.0,100.0,0.0500256046652793,1.8090659999998024,cuda,192.0,48.0,0.0412792105252217
gru_ae_hier,strengthened_reconstruction,hier,logistic,train_f1,0.3275337295990194,0.6116804123688423,0.0263157894736842,0.7537537537537538,0.2025316455696202,0.527413226043363,0.5348499999999999,0.9153592630674896,0.9101941747572816,0.98,0.0297985999986849,0.4048795786705631,,0.2628571428571428,0.3571428571428571,0.4281972789115646,4.357142857142857,synthetic,0,0.75,50,50,independent synthetic generation,gru,0.001,64.0,-1.0,100.0,100.0,0.965510368347168,2.314782400000695,cuda,192.0,48.0,0.0398113157899116
statistical_flat,baseline,flat,logistic,train_f1,0.5512771925820003,0.6867400940042981,0.3815028901734104,0.7544715447154472,0.5178571428571429,0.7196843853820598,0.77705,0.9678383798528029,0.9153374233128836,0.84,0.0909057999997458,0.1263654591274274,,0.1428571428571428,0.2942857142857142,0.3589829931972789,4.4,synthetic,0,1.0,50,50,independent synthetic generation,,,,,,,,,,,,
statistical_hier,baseline,hier,logistic,train_f1,0.5344415101428458,0.6803116722121174,0.3646408839779005,0.7532467532467533,0.4854368932038835,0.704698360518728,0.7614,0.964730314428894,0.8400556328233658,0.34,0.2261882000002515,0.4320748962231451,,0.1428571428571428,0.2942857142857142,0.3589829931972789,4.4,synthetic,0,1.0,50,50,independent synthetic generation,,,,,,,,,,,,
spectral_flat,baseline,flat,logistic,train_f1,0.6552682713673427,0.8120690349792516,0.5490196078431373,0.8904694167852063,0.5263157894736842,0.7347959737206919,0.8785000000000001,0.9821860722197692,0.9355246523388115,0.42,0.1416819999994913,0.672703926768095,,0.1228571428571428,0.2628571428571428,0.3428605442176871,4.474285714285714,synthetic,0,1.0,50,50,independent synthetic generation,,,,,,,,,,,,
spectral_hier,baseline,hier,logistic,train_f1,0.6346308694027883,0.799997999298136,0.5057471264367817,0.88268156424581,0.5154639175257731,0.7277462121212122,0.8876000000000001,0.9836701979979252,0.947109471094711,0.56,0.2286998999989009,0.2706294420488188,,0.1228571428571428,0.2628571428571428,0.3428605442176871,4.474285714285714,synthetic,0,1.0,50,50,independent synthetic generation,,,,,,,,,,,,
stat_spectral_hier,baseline,hier,logistic,train_f1,0.6586410057690731,0.8194555524488589,0.5348837209302325,0.8998628257887518,0.5411764705882353,0.7433155080213903,0.8808499999999999,0.9834415651356256,0.9508599508599508,0.54,0.2647642000010819,0.2949201433933462,,0.1428571428571428,0.2942857142857142,0.3589829931972789,4.4,synthetic,0,1.0,50,50,independent synthetic generation,,,,,,,,,,,,
diagnostic_signature_only_hier,feature_block_ablation,hier,logistic,train_f1,0.6835910729716038,0.8139010557889613,0.5050505050505051,0.8790560471976401,0.6666666666666666,0.8137254901960784,0.87585,0.9818131333680716,0.9388264669163544,0.5,0.2722857999997359,0.2239676220205959,,0.5342857142857143,0.5771428571428572,0.6302755102040816,3.282857142857143,synthetic,0,1.0,50,50,independent synthetic generation,,,,,,,,,,,,
residual_summaries_only_hier,feature_block_ablation,hier,logistic,train_f1,0.5636085425739946,0.7329556337455362,0.3584905660377358,0.817629179331307,0.5147058823529411,0.7187443295227727,0.79665,0.9695291675837956,0.9143576826196472,0.62,0.2570259000003716,0.2838763398850469,,0.5342857142857143,0.5771428571428572,0.6302755102040816,3.282857142857143,synthetic,0,1.0,50,50,independent synthetic generation,,,,,,,,,,,,
attribution_scores_only_hier,feature_block_ablation,hier,logistic,train_f1,0.2934681208870068,0.4344694929132965,0.2101449275362318,0.5049701789264414,0.1652892561983471,0.5192061787120863,0.52355,0.9068480819445376,0.6506410256410257,0.42,0.1760795999998663,0.4886097078604206,,0.5342857142857143,0.5771428571428572,0.6302755102040816,3.282857142857143,synthetic,0,1.0,50,50,independent synthetic generation,,,,,,,,,,,,
indices_only_hier,feature_block_ablation,hier,logistic,train_f1,0.4700171691595362,0.6878018663038675,0.3492063492063492,0.7966942148760331,0.2641509433962264,0.5907722013285494,0.76535,0.9635227765570455,0.8270042194092827,0.34,0.197846600000048,0.4083743774325386,,0.5342857142857143,0.5771428571428572,0.6302755102040816,3.282857142857143,synthetic,0,1.0,50,50,independent synthetic generation,,,,,,,,,,,,
hra_plus_spectral_hier,hra_main,hier,logistic,train_f1,0.7614764968116923,0.870212835994959,0.5681818181818182,0.9245810055865922,0.7916666666666666,0.8816287878787878,0.9237,0.9899976448841336,0.9532019704433498,0.5,0.0439862000002904,0.3079116596389892,,0.5342857142857143,0.5771428571428572,0.6302755102040816,3.282857142857143,synthetic,0,1.0,50,50,independent synthetic generation,,,,,,,,,,,,
hra_plus_spectral_flat,hierarchy_vs_flat,flat,logistic,train_f1,0.7609373372904301,0.8653882033392343,0.5773195876288659,0.9176136363636364,0.7878787878787878,0.878960791942247,0.9133,0.988284442401389,0.9413265306122448,0.3,0.0387406999998347,0.7776620746227471,,0.5342857142857143,0.5771428571428572,0.6302755102040816,3.282857142857143,synthetic,0,1.0,50,50,independent synthetic generation,,,,,,,,,,,,
tuned_tcn_ae_hier,strengthened_reconstruction,hier,logistic,train_f1,0.4153580257664378,0.60362250830096,0.2745098039215686,0.697754749568221,0.2738095238095238,0.5601826628760488,0.6983,0.9518624638375798,0.8514056224899599,0.58,0.027117100000396,0.3553689535139156,,0.4685714285714286,0.6,0.6275408163265306,2.642857142857143,synthetic,0,1.0,50,50,independent synthetic generation,tcn,0.001,48.0,-1.0,100.0,100.0,0.0167243294417858,56.91349579999951,cuda,192.0,48.0,0.2846600000004017
tuned_usad_ae_hier,strengthened_reconstruction,hier,logistic,train_f1,0.5139235883610273,0.6862038717808259,0.3694267515923566,0.7723440134907251,0.4,0.6609087205909876,0.79445,0.9707997286139484,0.8667563930013459,0.42,0.0269551999990653,0.3575567393791655,,0.78,0.8628571428571429,0.8564795918367346,1.5171428571428571,synthetic,0,1.0,50,50,independent synthetic generation,usad,0.0005,256.0,64.0,98.0,100.0,0.0500256046652793,10.32349350000004,cuda,192.0,48.0,0.2399754385965423
gru_ae_hier,strengthened_reconstruction,hier,logistic,train_f1,0.3259437937001087,0.6098861679842363,0.0259740259740259,0.7518573551263001,0.2,0.525462836992131,0.5420499999999999,0.9187967574468364,0.9088699878493316,0.98,0.0280019999991054,0.4005330979792255,,0.28,0.3771428571428571,0.440139455782313,4.325714285714286,synthetic,0,1.0,50,50,independent synthetic generation,gru,0.001,64.0,-1.0,100.0,100.0,0.965510368347168,11.270340600000054,cuda,192.0,48.0,0.2497499999998054
statistical_flat,baseline,flat,logistic,train_f1,0.6056585909217488,0.7331031281908474,0.3885714285714285,0.7968253968253968,0.631578947368421,0.7909667786487495,0.8005500000000001,0.972434455689312,0.9142156862745098,0.86,0.0153310999994573,0.118146506198973,,0.1685714285714285,0.2885714285714286,0.3701938775510203,4.428571428571429,synthetic,0,1.25,50,50,independent synthetic generation,,,,,,,,,,,,
statistical_hier,baseline,hier,logistic,train_f1,0.5964170692431562,0.7358427267847557,0.375,0.8055555555555556,0.6086956521739131,0.7789240972733973,0.79505,0.971270468055502,0.8648648648648649,0.4,0.0317450000002281,0.3439956654442901,,0.1685714285714285,0.2885714285714286,0.3701938775510203,4.428571428571429,synthetic,0,1.25,50,50,independent synthetic generation,,,,,,,,,,,,
spectral_flat,baseline,flat,logistic,train_f1,0.6934825962905488,0.829917441231235,0.5904761904761905,0.8981348637015782,0.5918367346938775,0.7712308075845786,0.90545,0.9867661499971204,0.9429657794676806,0.34,0.0196993999998085,0.6686035973495903,,0.1228571428571428,0.2628571428571428,0.3428605442176871,4.474285714285714,synthetic,0,1.25,50,50,independent synthetic generation,,,,,,,,,,,,
spectral_hier,baseline,hier,logistic,train_f1,0.6824966245503816,0.826749811179715,0.5591397849462365,0.898876404494382,0.5894736842105263,0.7709601591224158,0.91245,0.9878051692649568,0.9491945477075588,0.48,0.0330432999999175,0.2786098006701512,,0.1228571428571428,0.2628571428571428,0.3428605442176871,4.474285714285714,synthetic,0,1.25,50,50,independent synthetic generation,,,,,,,,,,,,
stat_spectral_hier,baseline,hier,logistic,train_f1,0.7200662354575315,0.8504416266647281,0.5934065934065934,0.9156293222683264,0.6511627906976745,0.8045729919874927,0.90955,0.9878209084003668,0.954264524103832,0.46,0.03541419999965,0.290339885943357,,0.1685714285714285,0.2885714285714286,0.3701938775510203,4.428571428571429,synthetic,0,1.25,50,50,independent synthetic generation,,,,,,,,,,,,
diagnostic_signature_only_hier,feature_block_ablation,hier,logistic,train_f1,0.7541867778265322,0.8541087709034177,0.6037735849056604,0.9040697674418604,0.7547169811320755,0.8586265020934153,0.9016,0.9860824824789932,0.947103274559194,0.36,0.0361343000004126,0.2709972759377584,,0.5685714285714286,0.6057142857142858,0.6584795918367348,3.097142857142857,synthetic,0,1.25,50,50,independent synthetic generation,,,,,,,,,,,,
residual_summaries_only_hier,feature_block_ablation,hier,logistic,train_f1,0.5956778833701911,0.7606894719715233,0.3838383838383838,0.8431952662721893,0.56,0.7454095663556339,0.837,0.9766449910063948,0.9238451935081148,0.62,0.0278344999987893,0.2508417298122088,,0.5685714285714286,0.6057142857142858,0.6584795918367348,3.097142857142857,synthetic,0,1.25,50,50,independent synthetic generation,,,,,,,,,,,,
attribution_scores_only_hier,feature_block_ablation,hier,logistic,train_f1,0.3101401244964064,0.4498367344121879,0.2156133828996282,0.5196850393700787,0.1951219512195122,0.5361968138737648,0.5236999999999999,0.9067869954673132,0.6656101426307448,0.42,0.0229783999984647,0.4839813360397605,,0.5685714285714286,0.6057142857142858,0.6584795918367348,3.097142857142857,synthetic,0,1.25,50,50,independent synthetic generation,,,,,,,,,,,,
indices_only_hier,feature_block_ablation,hier,logistic,train_f1,0.5306827546911722,0.7417956015118029,0.3676470588235294,0.8473520249221184,0.3770491803278688,0.657392026578073,0.7940000000000002,0.968280315519454,0.887434554973822,0.5,0.0255842999995365,0.2965349767647639,,0.5685714285714286,0.6057142857142858,0.6584795918367348,3.097142857142857,synthetic,0,1.25,50,50,independent synthetic generation,,,,,,,,,,,,
hra_plus_spectral_hier,hra_main,hier,logistic,train_f1,0.8052408569567082,0.8907615680661918,0.6666666666666666,0.9335219236209336,0.8155339805825242,0.8941371481104874,0.94255,0.9926149440298054,0.9629629629629628,0.4,0.0370839000006526,0.2996327924649646,,0.5685714285714286,0.6057142857142858,0.6584795918367348,3.097142857142857,synthetic,0,1.25,50,50,independent synthetic generation,,,,,,,,,,,,
hra_plus_spectral_flat,hierarchy_vs_flat,flat,logistic,train_f1,0.7828399364434974,0.8772091276494967,0.6122448979591837,0.9243937232524964,0.8118811881188119,0.8923497499964589,0.9361,0.9915844879933218,0.9491094147582696,0.26,0.0334502000005159,0.7679428438774424,,0.5685714285714286,0.6057142857142858,0.6584795918367348,3.097142857142857,synthetic,0,1.25,50,50,independent synthetic generation,,,,,,,,,,,,
tuned_tcn_ae_hier,strengthened_reconstruction,hier,logistic,train_f1,0.3965346146212677,0.5643451784771936,0.2857142857142857,0.6482504604051565,0.2556390977443609,0.5666713767603975,0.7128000000000001,0.9552661405796684,0.7633136094674556,0.36,0.0274926000001869,0.4353154814146092,,0.5,0.6342857142857142,0.6525,2.52,synthetic,0,1.25,50,50,independent synthetic generation,tcn,0.001,48.0,-1.0,100.0,100.0,0.0167243294417858,41.08597700000064,cuda,192.0,48.0,0.0323834210528155
